Position;Track Name;Artist;Streams;Date;Genre
4;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;5672157;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
5;Kiss Me More (feat. SZA);Doja Cat;5652566;14.05.21;['pop', 'dance pop']
6;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5649216;14.05.21;['canadian pop', 'post-teen pop', 'pop']
7;i n t e r l u d e;J. Cole;5363638;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
8;a p p l y i n g . p r e s s u r e;J. Cole;5289824;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
9;1 0 0 . m i l ‘ (with Bas);J. Cole;4897549;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
10;p u n c h i n ‘ . t h e . c l o c k;J. Cole;4796965;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
11;Levitating (feat. DaBaby);Dua Lipa;4620298;14.05.21;['uk pop', 'pop', 'dance pop']
12;l e t . g o . m y . h a n d (with Bas & 6LACK);J. Cole;4560847;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
13;good 4 u;Olivia Rodrigo;4105508;14.05.21;['pop']
14;Astronaut In The Ocean;Masked Wolf;3771361;14.05.21;['australian hip hop']
15;t h e . c l i m b . b a c k;J. Cole;3720069;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
16;Leave The Door Open;Bruno Mars;3681492;14.05.21;['pop', 'post-teen pop', 'dance pop']
17;Fiel;Los Legendarios;3549182;14.05.21;['trap latino', 'reggaeton', 'latin']
18;9 5 . s o u t h;J. Cole;3530288;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
19;9 5 . s o u t h;J. Cole;3502504;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
20;deja vu;Olivia Rodrigo;3488302;14.05.21;['pop']
21;h u n g e r . o n . h i l l s i d e (with Bas);J. Cole;3479487;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
22;c l o s e;J. Cole;3455563;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
23;Pareja Del Año;Sebastian Yatra;3364429;14.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
24;RAPSTAR;Polo G;3349719;14.05.21;['chicago rap']
25;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3149729;14.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
26;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;3135596;14.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
27;AM;Nio Garcia;3086574;14.05.21;['trap latino', 'reggaeton', 'latin']
28;drivers license;Olivia Rodrigo;2898912;14.05.21;['pop']
29;Your Power;Billie Eilish;2873916;14.05.21;['pop', 'electropop']
30;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2849161;14.05.21;['london rap']
31;Blinding Lights;The Weeknd;2715808;14.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
32;Heartbreak Anniversary;Giveon;2539469;14.05.21;['pop', 'r&b']
33;The Business;Tiësto;2476311;14.05.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
34;telepatía;Kali Uchis;2416596;14.05.21;['colombian pop', 'pop']
35;DÁKITI;Bad Bunny;2371027;14.05.21;['trap latino', 'reggaeton', 'latin']
36;Seeing Green (with Drake & Lil Wayne);Nicki Minaj;2346836;14.05.21;['queens hip hop', 'pop', 'dance pop', 'pop rap', 'hip pop', 'post-teen pop']
37;Botella Tras Botella;Gera MX;2220399;14.05.21;['mexican hip hop', 'rap conciencia']
38;Runaway;AURORA;2120523;14.05.21;['norwegian pop', 'art pop']
39;Save Your Tears;The Weeknd;2075183;14.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
40;Miss The Rage (feat. Playboi Carti);Trippie Redd;2049902;14.05.21;['melodic rap', 'rap', 'trap']
41;Hold On;Justin Bieber;2008429;14.05.21;['canadian pop', 'post-teen pop', 'pop']
42;Up;Cardi B;1980575;14.05.21;['pop rap', 'pop', 'rap', 'dance pop']
43;EL MAKINON;KAROL G;1961674;14.05.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
44;Heat Waves;Glass Animals;1926809;14.05.21;['gauze pop', 'shiver pop', 'indietronica']
45;Mood (feat. iann dior);24kGoldn;1914250;14.05.21;['cali rap']
46;Your Love (9PM);ATB;1912576;14.05.21;['german dance', 'german trance', 'german techno', 'trance']
47;Watermelon Sugar;Harry Styles;1861702;14.05.21;['pop', 'post-teen pop']
48;Bandido;Myke Towers;1857045;14.05.21;['trap latino']
49;Beautiful Mistakes (feat. Megan Thee Stallion);Maroon 5;1851657;14.05.21;['pop', 'pop rock']
50;Goosebumps - Remix;Travis Scott;1777001;14.05.21;['slap house', 'rap']
51;Arcade;Duncan Laurence;1760783;14.05.21;['dutch pop']
52;Streets;Doja Cat;1751616;14.05.21;['pop', 'dance pop']
53;911;Sech;1742000;14.05.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
54;WITHOUT YOU;The Kid LAROI;1722460;14.05.21;['australian hip hop']
55;Don't Start Now;Dua Lipa;1718217;14.05.21;['uk pop', 'pop', 'dance pop']
56;BED;Joel Corry;1712290;14.05.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
57;Dynamite;BTS;1644436;14.05.21;['k-pop boy group', 'k-pop']
58;Straightenin;Migos;1628188;14.05.21;['rap', 'atl hip hop', 'trap', 'pop rap']
59;Someone You Loved;Lewis Capaldi;1618609;14.05.21;['uk pop', 'pop']
60;Higher Power;Coldplay;1604592;14.05.21;['permanent wave', 'pop']
61;LA NOCHE DE ANOCHE;Bad Bunny;1597061;14.05.21;['trap latino', 'reggaeton', 'latin']
62;Head & Heart (feat. MNEK);Joel Corry;1580054;14.05.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
63;Rasputin;Majestic;1578813;14.05.21;['uk dance', 'house', 'pop dance']
64;We're Good;Dua Lipa;1524353;14.05.21;['uk pop', 'pop', 'dance pop']
65;2/Catorce;Rauw Alejandro;1519005;14.05.21;['puerto rican pop', 'trap latino']
66;Talking to the Moon;Bruno Mars;1467298;14.05.21;['pop', 'post-teen pop', 'dance pop']
67;Calling My Phone;Lil Tjay;1403736;14.05.21;['melodic rap', 'nyc rap', 'brooklyn drill']
68;Miénteme;TINI;1367254;14.05.21;['pop argentino', 'latin pop']
69;Baila Conmigo (with Rauw Alejandro);Selena Gomez;1335099;14.05.21;['pop', 'post-teen pop', 'dance pop']
70;Best Friend (feat. Doja Cat);Saweetie;1334864;14.05.21;['trap queen', 'pop', 'pop rap', 'cali rap', 'dance pop']
71;positions;Ariana Grande;1333164;14.05.21;['pop', 'post-teen pop', 'dance pop']
72;Sweater Weather;The Neighbourhood;1326585;14.05.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
73;Dance Monkey;Tones And I;1302725;14.05.21;['australian pop', 'pop']
74;Dick (feat. Doja Cat);StarBoi3;1292215;14.05.21;['pop', 'dance pop', 'pop rap', 'trap queen', 'escape room', 'post-teen pop', 'r&b', 'alternative r&b', 'electropop', 'alt z']
75;Wants and Needs (feat. Lil Baby);Drake;1284364;14.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
76;His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna);Internet Money;1281000;14.05.21;['trap', 'rap', 'pop rap']
77;Paradise (feat. Dermot Kennedy);MEDUZA;1267371;14.05.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
78;Levitating;Dua Lipa;1266252;14.05.21;['uk pop', 'pop', 'dance pop']
79;Cover Me In Sunshine;P!nk;1263190;14.05.21;['pop', 'dance pop', 'post-teen pop']
80;Bipolar;Mc Davi;1261687;14.05.21;['funk paulista', 'funk carioca', 'funk ostentacao']
81;Good Days;SZA;1260337;14.05.21;['pop', 'r&b', 'pop rap']
82;ROCKSTAR (feat. Roddy Ricch);DaBaby;1253421;14.05.21;['north carolina hip hop', 'rap']
83;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;1252698;14.05.21;['trap', 'rap', 'pop rap']
84;Hecha Pa' Mi;Boza;1233377;14.05.21;['reggaeton']
85;512;Mora;1223952;14.05.21;['trap latino', 'reggaeton']
86;Roses - Imanbek Remix;SAINt JHN;1220530;14.05.21;['melodic rap', 'slap house', 'rap', 'pop rap']
87;Fractions;Nicki Minaj;1219634;14.05.21;['queens hip hop', 'pop', 'dance pop', 'pop rap', 'hip pop', 'post-teen pop']
88;Poblado;Crissin;1186645;14.05.21;['reggaeton', 'trap latino', 'latin', 'latin hip hop', 'reggaeton flow', 'perreo', 'reggaeton colombiano', 'latin pop', 'musica popular colombiana']
89;Ella No Es Tuya - Remix;Rochy RD;1184362;14.05.21;['dembow', 'rap dominicano', 'dominican pop', 'trap latino']
90;Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans;1165842;14.05.21;['german pop', 'kleine hoerspiel', 'german rock', 'shanty']
91;34+35;Ariana Grande;1160829;14.05.21;['pop', 'post-teen pop', 'dance pop']
92;We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song;Martin Garrix;1148638;14.05.21;['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']
93;Volta Bebê, Volta Neném;Dj Guuga;1136821;14.05.21;['rave funk', 'funk paulista', 'funk carioca']
94;you broke me first;Tate McRae;1129279;14.05.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
95;My Head & My Heart;Ava Max;1112752;14.05.21;['pop', 'dance pop', 'post-teen pop']
96;Another Love;Tom Odell;1112652;14.05.21;['pop']
97;lovely (with Khalid);Billie Eilish;1109890;14.05.21;['pop', 'electropop']
98;Before You Go;Lewis Capaldi;1109521;14.05.21;['uk pop', 'pop']
99;Run;OneRepublic;1108334;14.05.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
100;Anyone;Justin Bieber;1106604;14.05.21;['canadian pop', 'post-teen pop', 'pop']
101;Batom de Cereja - Ao Vivo;Israel & Rodolffo;1103518;14.05.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
102;WAP (feat. Megan Thee Stallion);Cardi B;1091587;14.05.21;['pop rap', 'pop', 'rap', 'dance pop']
103;Circles;Post Malone;1083799;14.05.21;['dfw rap', 'melodic rap', 'rap']
104;Wasted Love (feat. Lagique);Ofenbach;1080618;14.05.21;['tropical house', 'pop dance', 'new french touch', 'edm']
105;Tipo Gin - Ao Vivo;MC Kevin o Chris;1066980;14.05.21;['funk 150 bpm', 'funk carioca']
106;No Role Modelz;J. Cole;1064236;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
107;WITHOUT YOU (with Miley Cyrus);The Kid LAROI;1061333;14.05.21;['australian hip hop']
108;Shallow;Lady Gaga;1058914;14.05.21;['pop', 'post-teen pop', 'dance pop']
109;Reloj;Rauw Alejandro;1051390;14.05.21;['puerto rican pop', 'trap latino']
110;goosebumps;Travis Scott;1035190;14.05.21;['slap house', 'rap']
111;Whoopty;CJ;1032832;14.05.21;['nyc rap']
112;Freaks;Surf Curse;1029587;14.05.21;['surf punk', 'indie surf', 'vegas indie', 'dreamo']
113;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1023295;14.05.21;['dfw rap', 'melodic rap', 'rap']
114;Believer;Imagine Dragons;1021597;14.05.21;['modern rock', 'pop', 'rock']
115;bad guy;Billie Eilish;1018396;14.05.21;['pop', 'electropop']
116;Never Left;Lil Tecca;1007701;14.05.21;['melodic rap', 'trap', 'rap']
117;Aloha;Maluma;1007142;14.05.21;['reggaeton colombiano', 'reggaeton', 'latin']
118;Martin & Gina;Polo G;1006907;14.05.21;['chicago rap']
119;Heather;Conan Gray;998910;14.05.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
120;Hawái;Maluma;994954;14.05.21;['reggaeton colombiano', 'reggaeton', 'latin']
121;Electric;Katy Perry;984156;14.05.21;['pop', 'post-teen pop', 'dance pop']
122;What You Know Bout Love;Pop Smoke;978772;14.05.21;['brooklyn drill']
123;Prisoner (feat. Dua Lipa);Miley Cyrus;977288;14.05.21;['pop', 'post-teen pop', 'dance pop']
124;Memories;Maroon 5;976103;14.05.21;['pop', 'pop rock']
125;Shape of You;Ed Sheeran;968583;14.05.21;['uk pop', 'pop']
126;GIRL LIKE ME;Black Eyed Peas;967718;14.05.21;['dance pop', 'pop rap', 'pop']
127;In the morning;ITZY;963703;14.05.21;['k-pop girl group']
128;Therefore I Am;Billie Eilish;960937;14.05.21;['pop', 'electropop']
129;Follow You;Imagine Dragons;957114;14.05.21;['modern rock', 'pop', 'rock']
130;Adore You;Harry Styles;953071;14.05.21;['pop', 'post-teen pop']
131;Snow Tha Product: Bzrp Music Sessions, Vol. 39;Bizarrap;950784;14.05.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
132;Señorita;Shawn Mendes;950569;14.05.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
133;Breaking Me;Topic;938321;14.05.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
134;Lucid Dreams;Juice WRLD;927164;14.05.21;['melodic rap', 'chicago rap']
135;Itty Bitty Piggy;Nicki Minaj;925185;14.05.21;['queens hip hop', 'pop', 'dance pop', 'pop rap', 'hip pop', 'post-teen pop']
136;Take Me To Church;Hozier;925008;14.05.21;['irish singer-songwriter', 'pop', 'modern rock']
137;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;924786;14.05.21;['brooklyn drill']
138;Dreams - 2004 Remaster;Fleetwood Mac;915781;14.05.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
139;Bohemian Rhapsody - Remastered 2011;Queen;911762;14.05.21;['glam rock', 'classic rock', 'rock']
140;Liberdade (Quando o Grave Bate Forte);Alok;910585;14.05.21;['pop nacional', 'slap house', 'electro house']
141;Holy (feat. Chance The Rapper);Justin Bieber;910030;14.05.21;['canadian pop', 'post-teen pop', 'pop']
142;BICHOTA;KAROL G;902994;14.05.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
143;Disco Arranhado - Funk Remix;Malu;901903;14.05.21;['spanish pop rock', 'spanish pop', 'latin arena pop', 'pop flamenco', 'latin pop']
144;Slumber Party (feat. Princess Nokia);Ashnikko;900282;14.05.21;['escape room', 'alt z', 'electropop', 'pop']
145;Sal y Perrea;Sech;900201;14.05.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
146;death bed (coffee for your head);Powfu;899737;14.05.21;['sad rap']
147;Build a Bitch;Bella Poarch;898996;14.05.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
148;Perfect;Ed Sheeran;892189;14.05.21;['uk pop', 'pop']
149;You;Regard;889728;14.05.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
150;Ich darf das;Shirin David;888942;14.05.21;['frauenrap', 'german hip hop', 'german pop']
151;Solid (feat. Drake);Young Stoner Life;888011;14.05.21;['rap', 'trap', 'hip hop']
152;Say You Won't Let Go;James Arthur;885900;14.05.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
153;Travesuras - Remix;Nio Garcia;884974;14.05.21;['trap latino', 'reggaeton', 'latin']
154;Break My Heart;Dua Lipa;882335;14.05.21;['uk pop', 'pop', 'dance pop']
155;Ride It;Regard;871315;14.05.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
156;Wake Me Up;Avicii;866182;14.05.21;['edm', 'pop dance', 'pop', 'dance pop']
157;I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby);DJ Khaled;865861;14.05.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
158;Yellow;Coldplay;864400;14.05.21;['permanent wave', 'pop']
159;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;863651;14.05.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
160;The Nights;Avicii;858318;14.05.21;['edm', 'pop dance', 'pop', 'dance pop']
161;Savage Love (Laxed - Siren Beat);Jawsh 685;856600;14.05.21;['nz pop']
162;Little Bit of Love;Tom Grennan;849443;14.05.21;['uk pop', 'modern rock']
163;Golden;Harry Styles;845235;14.05.21;['pop', 'post-teen pop']
164;La Nota;Manuel Turizo;839655;14.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
165;Just the Way You Are;Bruno Mars;838481;14.05.21;['pop', 'post-teen pop', 'dance pop']
166;The Box;Roddy Ricch;837923;14.05.21;['melodic rap', 'rap', 'trap']
167;Explícito;Myke Towers;834737;14.05.21;['trap latino']
168;What’s Next;Drake;831355;14.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
169;All of Me;John Legend;831023;14.05.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
170;No Te Enamores - Remix;Milly;830772;14.05.21;['trap latino', 'reggaeton flow', 'reggaeton']
171;7 rings;Ariana Grande;830381;14.05.21;['pop', 'post-teen pop', 'dance pop']
172;HIGHEST IN THE ROOM;Travis Scott;830370;14.05.21;['slap house', 'rap']
173;Daddy Issues;The Neighbourhood;830204;14.05.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
174;Another One Bites The Dust - Remastered 2011;Queen;829030;14.05.21;['glam rock', 'classic rock', 'rock']
175;my ex's best friend (with blackbear);Machine Gun Kelly;828423;14.05.21;['ohio hip hop', 'pop rap']
176;Riptide;Vance Joy;826313;14.05.21;['folk-pop', 'pop rock', 'modern rock', 'pop']
177;malibu;sangiovanni;825645;14.05.21;['italian pop', 'italian hip hop', 'pop virale italiano', 'italian adult pop', 'rap napoletano', 'rome indie']
178;Every Breath You Take;The Police;823649;14.05.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
179;TE MUDASTE;Bad Bunny;818565;14.05.21;['trap latino', 'reggaeton', 'latin']
180;PROBLEMA;Daddy Yankee;817097;14.05.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
181;L-Gante: Bzrp Music Sessions, Vol.38;Bizarrap;806569;14.05.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
182;Mr. Brightside;The Killers;806311;14.05.21;['dance rock', 'permanent wave', 'modern rock', 'rock']
183;Smells Like Teen Spirit;Nirvana;804815;14.05.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
184;Cloud 9;Beach Bunny;804539;14.05.21;['chicago indie', 'indie pop', 'bubblegrunge', 'pop']
185;SICKO MODE;Travis Scott;803872;14.05.21;['slap house', 'rap']
186;Body;Russ Millions;803141;14.05.21;['uk hip hop', 'uk drill', 'afroswing', 'uk alternative hip hop']
187;One Dance;Drake;800621;14.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
188;Counting Stars;OneRepublic;800406;14.05.21;['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']
189;Can't Hold Us - feat. Ray Dalton;Macklemore & Ryan Lewis;794324;14.05.21;['seattle hip hop', 'pop rap']
190;Laugh Now Cry Later (feat. Lil Durk);Drake;794191;14.05.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
191;Somebody That I Used To Know;Gotye;792936;14.05.21;['australian pop']
192;Closer;The Chainsmokers;791555;14.05.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
193;SugarCrash!;ElyOtto;791335;14.05.21;['weirdcore']
194;Rain On Me (with Ariana Grande);Lady Gaga;791215;14.05.21;['pop', 'post-teen pop', 'dance pop']
195;Blueberry Faygo;Lil Mosey;789051;14.05.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
196;Me Fije;Alex Rose;788885;14.05.21;['trap latino', 'reggaeton', 'reggaeton flow', 'latin']
197;The Real Slim Shady;Eminem;788423;14.05.21;['detroit hip hop', 'rap', 'hip hop']
198;Ramen & OJ;Joyner Lucas;788091;14.05.21;['boston hip hop', 'pop rap', 'rap', 'hip hop']
199;Do I Wanna Know?;Arctic Monkeys;786596;14.05.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
200;The Hills;The Weeknd;785989;14.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6203113;15.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5628277;15.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5518708;15.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4626710;15.05.21;['uk pop', 'pop', 'dance pop']
5;good 4 u;Olivia Rodrigo;4422240;15.05.21;['pop']
6;m y . l i f e (with 21 Savage & Morray);J. Cole;4145542;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
